"song","artist","duration_ms","explicit","year","popularity","danceability","genre"
"Royals","Lorde",190185,"False",2013,77,0.674,"pop; Dance/Electronic"
"Blurred Lines","Robin Thicke",263053,"False",2013,55,0.861,"pop; R&B"
"Radioactive","Imagine Dragons",186813,"False",2012,77,0.448,"rock"
"Wake Me Up","Avicii",247426,"False",2013,6,0.532,"pop; Dance/Electronic"
"Locked out of Heaven","Bruno Mars",233478,"False",2012,85,0.726,"pop"
"Thrift Shop (feat. Wanz)","Macklemore & Ryan Lewis",235613,"True",2012,1,0.781,"hip hop; pop"
"Get Lucky (feat. Pharrell Williams & Nile Rodgers) - Radio Edit","Daft Punk",248413,"False",2013,83,0.794,"hip hop; Dance/Electronic"
"Scream & Shout","will.i.am",283400,"True",2013,78,0.772,"hip hop; pop"
"Papaoutai","Stromae",232146,"False",2013,0,0.733,"pop"
"Get Up (Rattle) - Vocal Edit","Bingo Players",166933,"False",2013,1,0.801,"pop; Dance/Electronic"
"La La La","Naughty Boy",220779,"False",2013,58,0.754,"Dance/Electronic"
"Another Love","Tom Odell",244360,"True",2013,88,0.445,"pop"
"We Own It (Fast & Furious)","2 Chainz",227906,"False",2013,69,0.563,"hip hop; pop"
"Play Hard (feat. Ne-Yo & Akon)","David Guetta",201000,"False",2012,69,0.691,"hip hop; pop; Dance/Electronic"
"Feel This Moment (feat. Christina Aguilera)","Pitbull",229506,"False",2012,77,0.673,"hip hop; pop; latin"
"#thatPOWER","will.i.am",279506,"False",2013,68,0.797,"hip hop; pop"
"Love Me","Lil Wayne",255053,"True",2013,68,0.669,"hip hop; pop"
"Can't Hold Us (feat. Ray Dalton)","Macklemore & Ryan Lewis",258342,"False",2012,81,0.641,"hip hop; pop"
"Animals - Radio Edit","Martin Garrix",176117,"False",2013,0,0.593,"pop; Dance/Electronic"
"Talk Dirty (feat. 2 Chainz)","Jason Derulo",177685,"True",2013,56,0.76,"hip hop; pop"
"Love Me Again","John Newman",239894,"False",2013,74,0.495,"set()"
"Work B**ch","Britney Spears",247853,"True",2013,0,0.63,"pop"
"Sweater Weather","The Neighbourhood",240400,"False",2013,89,0.612,"rock; pop"
"Reload - Radio Edit","Sebastian Ingrosso",221272,"False",2013,68,0.485,"pop; Dance/Electronic"
"Safe And Sound","Capital Cities",192693,"False",2013,0,0.652,"pop"
"Heart Attack","Demi Lovato",210840,"False",2013,79,0.504,"pop"
"Why'd You Only Call Me When You're High?","Arctic Monkeys",161123,"False",2013,84,0.691,"rock"
"Beauty And A Beat","Justin Bieber",227986,"False",2012,73,0.602,"pop"
"The Monster","Eminem",250188,"True",2013,75,0.781,"hip hop"
"Don't Stop the Party (feat. TJR)","Pitbull",206120,"False",2012,64,0.722,"hip hop; pop; latin"
"Come & Get It","Selena Gomez",231986,"False",2013,69,0.546,"pop"
"True Love (feat. Lily Allen)","P!nk",230733,"True",2012,71,0.457,"pop"
"White Noise","Disclosure",277687,"False",2013,54,0.665,"pop; Dance/Electronic"
"I Cry","Flo Rida",223800,"False",2012,60,0.693,"hip hop; pop"
"Black Skinhead","Kanye West",188013,"True",2013,0,0.578,"hip hop"
"Summertime Sadness (Lana Del Rey Vs. Cedric Gervais) - Cedric Gervais Remix","Lana Del Rey",214912,"False",2013,72,0.572,"pop"
"Berzerk","Eminem",238746,"True",2013,66,0.739,"hip hop"
"I Love It (feat. Charli XCX)","Icona Pop",157152,"True",2013,68,0.711,"pop; Dance/Electronic"
"My Songs Know What You Did In The Dark (Light Em Up)","Fall Out Boy",186826,"False",2013,71,0.558,"rock"
"Team","Lorde",193058,"False",2013,0,0.691,"pop; Dance/Electronic"
"I Could Be The One (Avicii Vs. Nicky Romero) - Radio Edit","Avicii",208316,"False",2012,68,0.509,"pop; Dance/Electronic"
"Demons","Imagine Dragons",177506,"False",2012,81,0.505,"rock"
"One Way or Another (Teenage Kicks)","One Direction",157293,"False",2013,66,0.489,"pop"
"I Knew You Were Trouble.","Taylor Swift",219720,"False",2012,76,0.622,"pop"
"Do I Wanna Know?","Arctic Monkeys",272394,"False",2013,84,0.548,"rock"
"Waiting All Night (feat. Ella Eyre)","Rudimental",292586,"False",2013,66,0.544,"pop; Dance/Electronic"
"Sonnentanz - Sun Don't Shine","Klangkarussell",238120,"False",2014,68,0.579,"pop; Dance/Electronic"
"Drinking from the Bottle (feat. Tinie Tempah)","Calvin Harris",240346,"False",2012,61,0.665,"hip hop; pop; Dance/Electronic"
"F**kin' Problems (feat. Drake; 2 Chainz & Kendrick Lamar)","A$AP Rocky",233786,"True",2013,76,0.853,"hip hop"
"Try","P!nk",247906,"False",2012,76,0.674,"pop"
"The Fox (What Does the Fox Say?)","Ylvis",213708,"False",2013,63,0.703,"hip hop"
"Burn","Ellie Goulding",231211,"False",2014,70,0.559,"pop; rock; Dance/Electronic"
"Harlem Shake","Baauer",196664,"False",2013,57,0.452,"Dance/Electronic"
"I Need Your Love (feat. Ellie Goulding)","Calvin Harris",234506,"False",2012,70,0.695,"hip hop; pop; Dance/Electronic"
"This Is How We Do","Katy Perry",204285,"False",2013,60,0.69,"pop"
"Sail","AWOLNATION",259102,"False",2011,2,0.825,"pop; rock"
"Need U (100%) [feat. A*M*E] - Radio Edit","Duke Dumont",174853,"False",2013,27,0.681,"pop; Dance/Electronic"
"The Other Side","Jason Derulo",226986,"False",2013,50,0.561,"hip hop; pop"
"Look Right Through - MK Vocal Edit","Storm Queen",150400,"False",2014,0,0.832,"Dance/Electronic"
"Sweet Nothing (feat. Florence Welch)","Calvin Harris",212560,"False",2012,71,0.573,"hip hop; pop; Dance/Electronic"
"Unconditionally","Katy Perry",228878,"False",2013,0,0.555,"pop"
"Bad (feat. Rihanna) - Remix","Wale",238826,"True",2013,61,0.807,"hip hop; pop; R&B"
"Body Party","Ciara",234040,"False",2013,64,0.577,"pop; R&B"
"Started From the Bottom","Drake",174120,"True",2013,65,0.794,"hip hop; pop; R&B"
"Wings","Birdy",252106,"False",2013,48,0.474,"pop"
"Of The Night","Bastille",214205,"False",2013,61,0.67,"pop; rock"
"Dear Darlin'","Olly Murs",206373,"False",2012,59,0.512,"pop; Dance/Electronic"
"Roar","Katy Perry",223546,"False",2013,73,0.554,"pop"
"Sure Be Cool If You Did","Blake Shelton",215720,"False",2013,56,0.576,"country"
"Thinking About You (feat. Ayah Marar)","Calvin Harris",247933,"False",2012,65,0.725,"hip hop; pop; Dance/Electronic"
"Holy Grail","JAY-Z",338413,"True",2013,62,0.676,"hip hop"
"Ready or Not","Bridgit Mendler",200946,"False",2012,72,0.715,"pop"
"What About Us","The Saturdays",220682,"False",2013,61,0.704,"pop; Dance/Electronic"
"Pompeii","Bastille",214147,"False",2013,74,0.679,"pop; rock"
"Best Song Ever","One Direction",200106,"False",2013,76,0.652,"pop"
"Hey Porsche","Nelly",209466,"True",2013,57,0.726,"hip hop; pop; R&B"
"Clarity","Zedd",271426,"False",2012,0,0.523,"hip hop; pop; Dance/Electronic"
"Wrecking Ball","Miley Cyrus",221360,"False",2013,77,0.53,"pop"
"Fine China","Chris Brown",213666,"False",2013,0,0.659,"hip hop; pop; R&B"
"Lose Yourself to Dance (feat. Pharrell Williams)","Daft Punk",353893,"False",2013,69,0.832,"hip hop; Dance/Electronic"
"This Is What It Feels Like","Armin van Buuren",204360,"False",2013,66,0.551,"pop; Dance/Electronic"
"Mirrors","Justin Timberlake",484146,"False",2013,78,0.574,"pop"
"Treasure","Bruno Mars",178560,"True",2012,78,0.874,"pop"
"Little Talks","Of Monsters and Men",266600,"False",2012,79,0.457,"pop; rock; Folk/Acoustic"
"We Can't Stop","Miley Cyrus",231240,"False",2013,78,0.613,"pop"
"Power Trip (feat. Miguel)","J. Cole",241160,"True",2013,0,0.667,"hip hop"
"Still into You","Paramore",216013,"False",2013,79,0.602,"pop; rock"
"human","Christina Perri",250706,"False",2013,59,0.439,"pop"
"Hold On; We're Going Home","Drake",227880,"False",2013,72,0.773,"hip hop; pop; R&B"
"Bonfire Heart","James Blunt",238000,"False",2013,0,0.575,"pop"
"Daylight","Maroon 5",225066,"False",2012,66,0.656,"pop"
3005,"Childish Gambino",235662,"True",2013,0,0.681,"hip hop"
"Here's to Never Growing Up","Avril Lavigne",214080,"True",2013,0,0.483,"pop"
22,"Taylor Swift",232120,"False",2012,68,0.661,"pop"
"Let Her Go","Passenger",252866,"False",2012,73,0.509,"pop"
"The Way","Ariana Grande",227026,"False",2013,65,0.645,"pop"
"Stay","Rihanna",240706,"False",2012,76,0.621,"hip hop; pop; R&B"
"Suit & Tie (feat. Jay-Z)","Justin Timberlake",326280,"True",2013,67,0.795,"pop"
"When I Was Your Man","Bruno Mars",213826,"False",2012,83,0.612,"pop"
"Cruise","Florida Georgia Line",208960,"False",2012,57,0.457,"country"
"Happy - From ""Despicable Me 2""","Pharrell Williams",232720,"False",2014,79,0.647,"hip hop; pop"
"Dark Horse","Katy Perry",215672,"False",2013,74,0.647,"pop"
"Collard Greens","ScHoolboy Q",299960,"True",2014,0,0.826,"hip hop; pop"
"Fancy","Iggy Azalea",199938,"True",2014,69,0.912,"hip hop; pop"
"Animals","Maroon 5",231013,"False",2014,79,0.279,"pop"
"Stay With Me","Sam Smith",172723,"False",2014,80,0.418,"pop"
"Rude","MAGIC!",224840,"False",2014,80,0.773,"set()"
"Chandelier","Sia",216120,"False",2014,78,0.399,"pop"
"All of Me","John Legend",269560,"False",2013,84,0.422,"pop; R&B"
"Faded","ZHU",223386,"False",2014,49,0.861,"Dance/Electronic"
"All About That Bass","Meghan Trainor",187920,"True",2015,72,0.807,"pop"
"Lovers on the Sun (feat. Sam Martin)","David Guetta",203520,"False",2014,50,0.645,"hip hop; pop; Dance/Electronic"
"Black Widow","Iggy Azalea",209423,"True",2014,67,0.743,"hip hop; pop"
"Habits (Stay High)","Tove Lo",209160,"False",2014,74,0.733,"pop; Dance/Electronic"
"Gecko (Overdrive) - Radio Edit","Oliver Heldens",165440,"False",2014,67,0.609,"pop; Dance/Electronic"
"You Know You Like It","DJ Snake",247266,"False",2014,69,0.407,"hip hop; pop; Dance/Electronic"
"Talk Dirty (feat. 2 Chainz)","Jason Derulo",177685,"True",2013,56,0.76,"hip hop; pop"
"Maps","Maroon 5",189840,"False",2014,0,0.737,"pop"
"Bad (feat. Vassy) - Radio Edit","David Guetta",170625,"False",2014,45,0.614,"hip hop; pop; Dance/Electronic"
"2 On (feat. ScHoolboy Q)","Tinashe",227000,"True",2014,71,0.742,"hip hop; pop; R&B; Dance/Electronic"
"My Love (feat. Jess Glynne)","Route 94",259934,"False",2014,72,0.814,"pop; Dance/Electronic"
"Bad Blood","Taylor Swift",211933,"False",2014,54,0.646,"pop"
"Na Na","Trey Songz",231906,"False",2015,62,0.67,"hip hop; pop; R&B"
"Under Control (feat. Hurts)","Calvin Harris",184280,"False",2014,72,0.544,"hip hop; pop; Dance/Electronic"
"CoCo","O.T. Genasis",239573,"True",2014,61,0.886,"hip hop; pop"
"Wiggle (feat. Snoop Dogg)","Jason Derulo",193295,"False",2013,66,0.697,"hip hop; pop"
"Prayer in C - Robin Schulz Radio Edit","Lilly Wood and The Prick",189399,"False",2014,66,0.76,"pop; rock"
"Don't Tell 'Em","Jeremih",266840,"True",2015,74,0.856,"hip hop; pop; R&B"
"Anaconda","Nicki Minaj",260240,"True",2014,66,0.964,"hip hop; pop"
"Blame (feat. John Newman)","Calvin Harris",212960,"False",2014,75,0.414,"hip hop; pop; Dance/Electronic"
"Turn Down for What","DJ Snake",213733,"False",2013,70,0.818,"hip hop; pop; Dance/Electronic"
"Timber (feat. Ke$ha)","Pitbull",204160,"False",2012,80,0.581,"hip hop; pop; latin"
"Counting Stars","OneRepublic",257386,"False",2014,62,0.663,"pop"
"Hot N*gga","Bobby Shmurda",194561,"True",2014,73,0.794,"hip hop; pop"
"Summer","Calvin Harris",224506,"False",2014,21,0.603,"hip hop; pop; Dance/Electronic"
"Man Of The Year","ScHoolboy Q",216013,"True",2014,0,0.743,"hip hop; pop"
"Am I Wrong","Nico & Vinz",245866,"False",2014,76,0.729,"hip hop; pop"
"Shower","Becky G",206166,"False",2014,78,0.699,"pop; latin"
"Nobody To Love - Radio Edit","Sigma",189720,"False",2014,62,0.441,"pop; Dance/Electronic"
"#SELFIE - Original Mix","The Chainsmokers",183750,"False",2014,0,0.789,"pop; Dance/Electronic"
"Team","Lorde",193058,"False",2013,76,0.69,"pop; Dance/Electronic"
"Me And My Broken Heart","Rixton",193733,"False",2014,77,0.545,"pop"
"Jubel - Radio Edit","Klingande",201626,"False",2013,50,0.686,"pop; Dance/Electronic"
"Waves - Robin Schulz Radio Edit","Mr. Probz",208133,"False",2014,2,0.829,"hip hop; Dance/Electronic"
"Only Love Can Hurt Like This","Paloma Faith",232893,"False",2014,80,0.566,"pop; R&B; Dance/Electronic"
"Hideaway","Kiesza",251986,"False",2014,64,0.838,"pop; Dance/Electronic"
"Burn","Ellie Goulding",231211,"False",2014,70,0.559,"pop; rock; Dance/Electronic"
"Break Free","Ariana Grande",214840,"False",2014,0,0.687,"pop"
"Show Me (feat. Chris Brown)","Kid Ink",217800,"True",2014,68,0.711,"hip hop; pop"
"Talking Body","Tove Lo",238426,"True",2014,66,0.736,"pop; Dance/Electronic"
"Loyal (feat. Lil Wayne & Tyga)","Chris Brown",264946,"True",2014,72,0.841,"hip hop; pop; R&B"
"Love Runs Out","OneRepublic",224226,"False",2014,59,0.719,"pop"
"Up (feat. Demi Lovato)","Olly Murs",224293,"False",2014,0,0.69,"pop; Dance/Electronic"
"High (feat. Nicole Millar)","Peking Duk",228000,"False",2014,48,0.525,"Dance/Electronic"
"Stolen Dance","Milky Chance",313684,"False",2014,73,0.885,"set()"
"Don't","Ed Sheeran",219840,"False",2014,72,0.806,"pop"
"Love Me Harder","Ariana Grande",236133,"False",2014,74,0.472,"pop"
"Bailando - Spanish Version","Enrique Iglesias",243386,"False",2014,66,0.718,"pop; latin"
"Hey Brother","Avicii",255093,"False",2013,2,0.545,"pop; Dance/Electronic"
"Bang Bang","Jessie J",199386,"False",2014,77,0.706,"hip hop; pop"
"I Got U","Duke Dumont",285596,"False",2014,67,0.636,"pop; Dance/Electronic"
"Ready For Your Love","Gorgon City",198880,"False",2014,61,0.677,"pop; Dance/Electronic"
"Style","Taylor Swift",231000,"False",2014,61,0.588,"pop"
"Classic","MKTO",175426,"False",2012,82,0.72,"hip hop; pop"
"Latch","Disclosure",255631,"False",2013,74,0.503,"pop; Dance/Electronic"
"Problem","Ariana Grande",193920,"False",2014,73,0.66,"pop"
"Boom Clap","Charli XCX",169866,"False",2014,49,0.659,"pop; Dance/Electronic"
"Steal My Girl","One Direction",228133,"False",2014,79,0.536,"pop"
"Red Lights","Tiësto",263890,"False",2013,0,0.653,"pop; Dance/Electronic"
"The Heart Wants What It Wants","Selena Gomez",227360,"False",2014,58,0.616,"pop"
"I Will Never Let You Down","Rita Ora",203466,"False",2014,65,0.753,"hip hop; pop; Dance/Electronic"
"She Looks So Perfect","5 Seconds of Summer",202496,"False",2014,74,0.494,"pop"
"Superheroes","The Script",245466,"False",2014,74,0.49,"pop; rock"
"Shake It Off","Taylor Swift",219200,"False",2014,79,0.647,"pop"
"Night Changes","One Direction",226600,"False",2014,83,0.672,"pop"
"Sing","Ed Sheeran",235382,"False",2014,69,0.818,"pop"
"Heroes (we could be)","Alesso",209866,"False",2014,52,0.521,"pop; Dance/Electronic"
"Wasted","Tiësto",188371,"False",2014,0,0.645,"pop; Dance/Electronic"
"Ugly Heart","G.R.L.",198306,"False",2014,64,0.65,"pop"
"A Sky Full of Stars","Coldplay",267866,"False",2014,80,0.545,"rock; pop"
"Rather Be (feat. Jess Glynne)","Clean Bandit",227833,"False",2014,72,0.799,"pop; Dance/Electronic"
"Stay The Night - Featuring Hayley Williams Of Paramore","Zedd",217346,"False",2014,63,0.596,"hip hop; pop; Dance/Electronic"
"Elastic Heart","Sia",257200,"False",2014,70,0.421,"pop"
"Story of My Life","One Direction",245493,"False",2013,81,0.6,"pop"
"Little Do You Know","Alex & Sierra",185200,"False",2014,75,0.5,"pop"
"Post to Be (feat. Chris Brown & Jhene Aiko)","Omarion",226580,"True",2014,55,0.733,"hip hop; pop; R&B"
"Cool Kids","Echosmith",237626,"False",2013,71,0.719,"pop"
"Somebody","Natalie La Rose",189906,"False",2014,66,0.83,"set()"
"Riptide","Vance Joy",204280,"False",2014,80,0.484,"rock; pop"
"Drunk in Love (feat. Jay-Z)","Beyoncé",323480,"True",2014,70,0.589,"pop; R&B"
"Sugar","Maroon 5",235493,"True",2014,0,0.744,"pop"
"Ghost","Ella Henderson",213213,"False",2014,63,0.68,"pop; Dance/Electronic"
"I See Fire - From ""The Hobbit - The Desolation Of Smaug""","Ed Sheeran",300840,"False",2013,71,0.581,"pop"
"New Flame (feat. Usher & Rick Ross)","Chris Brown",244226,"True",2014,67,0.702,"hip hop; pop; R&B"
"Geronimo","Sheppard",218227,"False",2014,0,0.707,"pop; rock; Dance/Electronic"
"Wrapped Up (feat. Travie McCoy)","Olly Murs",185640,"False",2014,0,0.787,"pop; Dance/Electronic"
"Money On My Mind","Sam Smith",192670,"False",2014,62,0.688,"pop"
"Trumpets","Jason Derulo",217306,"False",2013,53,0.627,"hip hop; pop"
"Bed Of Lies","Nicki Minaj",269946,"True",2014,53,0.716,"hip hop; pop"
"Jealous - Remix","Nick Jonas",222213,"True",2014,0,0.685,"pop"
"Uptown Funk (feat. Bruno Mars)","Mark Ronson",269666,"True",2015,82,0.856,"pop"
"Thinking out Loud","Ed Sheeran",281560,"False",2014,81,0.781,"pop"
"See You Again (feat. Charlie Puth)","Wiz Khalifa",229525,"False",2015,81,0.689,"hip hop; pop"
"What Do You Mean?","Justin Bieber",205680,"False",2015,77,0.845,"pop"
"Lean On (feat. MØ & DJ Snake)","Major Lazer",176561,"False",2015,73,0.723,"hip hop; pop; Dance/Electronic"
"Earned It (Fifty Shades Of Grey) - From The ""Fifty Shades Of Grey"" Soundtrack","The Weeknd",252226,"False",2014,76,0.659,"pop; R&B"
"Love Me Like You Do - From ""Fifty Shades Of Grey""","Ellie Goulding",252534,"False",2015,78,0.262,"pop; rock; Dance/Electronic"
"Outside (feat. Ellie Goulding)","Calvin Harris",227266,"False",2014,78,0.646,"hip hop; pop; Dance/Electronic"
"Hey Mama (feat. Nicki Minaj; Bebe Rexha & Afrojack)","David Guetta",192560,"False",2014,75,0.596,"hip hop; pop; Dance/Electronic"
"Cool for the Summer","Demi Lovato",214746,"True",2015,0,0.586,"pop"
"Blank Space","Taylor Swift",231826,"False",2014,82,0.76,"pop"
"The Hills","The Weeknd",242253,"True",2015,84,0.585,"pop; R&B"
"Daddy Issues","The Neighbourhood",260173,"False",2015,85,0.588,"rock; pop"
"Five More Hours","Deorro",211975,"False",2015,66,0.699,"pop; Dance/Electronic"
"The Nights","Avicii",176658,"False",2014,85,0.527,"pop; Dance/Electronic"
"You Know You Like It","DJ Snake",247266,"False",2014,69,0.407,"hip hop; pop; Dance/Electronic"
"Ghost Town","Adam Lambert",208330,"True",2015,46,0.703,"pop"
"No Type","Rae Sremmurd",200080,"True",2015,71,0.891,"hip hop; pop"
"Bad Blood","Taylor Swift",200106,"False",2015,70,0.654,"pop"
"GDFR (feat. Sage the Gemini & Lookas)","Flo Rida",190185,"False",2015,49,0.657,"hip hop; pop"
"Sugar (feat. Francesco Yates)","Robin Schulz",219043,"False",2015,76,0.636,"pop; Dance/Electronic"
"How Deep Is Your Love","Calvin Harris",212640,"False",2015,76,0.738,"hip hop; pop; Dance/Electronic"
"Wish You Were Mine - Radio Edit","Philip George",177560,"False",2014,65,0.654,"pop; Dance/Electronic"
"Na Na","Trey Songz",231906,"False",2015,62,0.67,"hip hop; pop; R&B"
"Centuries","Fall Out Boy",228360,"False",2015,80,0.393,"rock"
"Chill Bill (feat. J. Davi$ & Spooks)","Rob $tone",177184,"True",2016,76,0.886,"hip hop"
"Are You With Me - Radio Edit","Lost Frequencies",138842,"False",2014,33,0.776,"pop; Dance/Electronic"
"Stressed Out","Twenty One Pilots",202333,"False",2015,83,0.734,"rock"
"Worth It (feat. Kid Ink)","Fifth Harmony",224573,"False",2015,73,0.884,"pop"
"Way down We Go","KALEO",219560,"False",2015,63,0.59,"rock; classical"
"Like I Can","Sam Smith",167065,"False",2014,79,0.656,"pop"
"Light It Up (feat. Nyla & Fuse ODG) - Remix","Major Lazer",166138,"False",2015,49,0.746,"hip hop; pop; Dance/Electronic"
"Intoxicated - New Radio Mix","Martin Solveig",159693,"False",2015,48,0.8,"pop; Dance/Electronic"
"Waiting For Love","Avicii",230613,"False",2015,79,0.579,"pop; Dance/Electronic"
"Ain't Nobody (Loves Me Better) (feat. Jasmine Thompson)","Felix Jaehn",186146,"False",2018,72,0.778,"hip hop; pop; Dance/Electronic"
"Wildest Dreams","Taylor Swift",220440,"False",2014,78,0.553,"pop"
"In The Night","The Weeknd",235653,"True",2015,0,0.48,"pop; R&B"
"Time of Our Lives","Pitbull",229360,"True",2014,80,0.721,"hip hop; pop; latin"
"Runaway (U & I)","Galantis",227073,"False",2015,74,0.506,"pop; Dance/Electronic"
"Bitch Better Have My Money","Rihanna",219305,"True",2015,73,0.781,"hip hop; pop; R&B"
"Lush Life","Zara Larsson",202213,"False",2015,0,0.658,"pop; Dance/Electronic"
"Drag Me Down","One Direction",192120,"False",2015,79,0.73,"pop"
"Antidote","Travis Scott",262693,"True",2015,73,0.713,"hip hop; Dance/Electronic"
"King","Years & Years",215360,"False",2015,0,0.559,"pop; Dance/Electronic"
"Confident","Demi Lovato",205745,"True",2015,64,0.594,"pop"
"Closer","Lemaitre",270589,"False",2017,59,0.583,"pop"
"Same Old Love","Selena Gomez",229080,"False",2015,69,0.672,"pop"
"Do It Again","Pia Mia",207746,"True",2015,72,0.712,"pop; R&B"
"My House","Flo Rida",192190,"False",2015,76,0.688,"hip hop; pop"
"Watch Me (Whip / Nae Nae)","Silentó",185131,"False",2015,0,0.819,"hip hop"
"Ayo","Chris Brown",225226,"True",2015,71,0.823,"hip hop; pop; R&B"
"Spirits","The Strumbellas",203653,"False",2016,71,0.556,"rock; Folk/Acoustic; pop"
"Trap Queen","Fetty Wap",222093,"True",2015,68,0.746,"hip hop; pop"
"Talking Body","Tove Lo",238426,"True",2014,66,0.736,"pop; Dance/Electronic"
"7/11","Beyoncé",213506,"False",2014,69,0.747,"pop; R&B"
"High By The Beach","Lana Del Rey",257573,"True",2015,67,0.536,"pop"
"Never Forget You","Zara Larsson",213427,"False",2017,73,0.583,"pop; Dance/Electronic"
"oui","Jeremih",238320,"False",2015,77,0.418,"hip hop; pop; R&B"
"Hotline Bling","Drake",267066,"False",2016,77,0.891,"hip hop; pop; R&B"
"Kill Em With Kindness","Selena Gomez",217906,"False",2015,64,0.757,"pop"
"Let It All Go","Birdy",280757,"False",2015,68,0.383,"pop"
"679 (feat. Remy Boyz)","Fetty Wap",196693,"True",2015,74,0.618,"hip hop; pop"
"Love Me Harder","Ariana Grande",236133,"False",2014,74,0.472,"pop"
"Can't Feel My Face","The Weeknd",213520,"False",2015,79,0.705,"pop; R&B"
"You Don't Own Me (feat. G-Eazy)","SAYGRACE",199314,"False",2015,55,0.336,"pop; R&B"
"Renegades","X Ambassadors",195200,"False",2015,75,0.526,"hip hop; rock; pop"
"Locked Away (feat. Adam Levine)","R. City",227480,"False",2015,77,0.509,"pop"
"Stole the Show","Kygo",223186,"False",2016,74,0.64,"pop; Dance/Electronic"
"The Less I Know The Better","Tame Impala",216320,"True",2015,83,0.64,"metal"
"Good For You","Selena Gomez",221560,"True",2015,0,0.6,"pop"
"My Way (feat. Monty)","Fetty Wap",213053,"True",2015,55,0.748,"hip hop; pop"
"Take Me To Church","Hozier",241688,"False",2014,81,0.566,"Folk/Acoustic; pop"
"Style","Taylor Swift",231000,"False",2014,77,0.588,"pop"
"Here","Alessia Cara",199453,"False",2015,0,0.379,"pop; R&B"
"Writing's On The Wall - From ""Spectre"" Soundtrack","Sam Smith",278987,"False",2015,66,0.261,"pop"
"Bang My Head (feat. Sia & Fetty Wap)","David Guetta",193333,"False",2015,47,0.599,"hip hop; pop; Dance/Electronic"
"All Eyes on You (feat. Chris Brown & Nicki Minaj)","Meek Mill",223973,"True",2015,68,0.589,"hip hop; pop"
"I Don't Fuck With You","Big Sean",284386,"True",2015,75,0.824,"hip hop; pop"
"Firestone","Kygo",271640,"False",2016,76,0.704,"pop; Dance/Electronic"
"Jumpman","Drake",205879,"True",2015,0,0.853,"hip hop; pop; R&B"
"Sunset Lover","Petit Biscuit",237792,"False",2015,71,0.783,"Dance/Electronic"
"Stitches","Shawn Mendes",206880,"False",2015,78,0.746,"pop"
"I Don't Like It; I Love It (feat. Robin Thicke & Verdine White)","Flo Rida",224258,"False",2015,67,0.854,"hip hop; pop"
"The Heart Wants What It Wants","Selena Gomez",227373,"False",2014,64,0.616,"pop"
"Where Are Ü Now (with Justin Bieber)","Jack Ü",250285,"False",2015,74,0.432,"pop; Dance/Electronic"
"On My Mind","Ellie Goulding",213445,"False",2015,0,0.699,"pop; rock; Dance/Electronic"
"Don't","Bryson Tiller",198293,"True",2015,78,0.765,"hip hop; pop; R&B"
"Flex (Ooh; Ooh; Ooh)","Rich Homie Quan",176674,"True",2015,1,0.676,"hip hop; pop"
"Please Don't Go","Joel Adams",210580,"False",2015,71,0.513,"R&B"
"I Want You To Know","Zedd",238800,"False",2015,0,0.561,"hip hop; pop; Dance/Electronic"
"Fast Car","Jonas Blue",212424,"False",2015,67,0.644,"pop; Dance/Electronic"
"Electric Love","BØRNS",218173,"False",2015,0,0.373,"rock; pop"
"Easy Love","Sigala",229813,"False",2018,66,0.68,"pop; Dance/Electronic"
"Sorry","Justin Bieber",200786,"False",2015,80,0.654,"pop"
"One Last Time","Ariana Grande",197266,"False",2014,79,0.628,"pop"
"Black Magic","Little Mix",211773,"False",2015,1,0.777,"pop"
"Perfect","One Direction",230333,"False",2015,77,0.647,"pop"
"Shine","Years & Years",255506,"False",2015,55,0.667,"pop; Dance/Electronic"
"Lips Are Movin","Meghan Trainor",182666,"False",2015,70,0.775,"pop"
"El Perdón - Forgiveness","Nicky Jam",206666,"False",2017,51,0.736,"latin"
"Starboy","The Weeknd",230453,"True",2016,0,0.681,"pop; R&B"
"One Dance","Drake",173986,"False",2016,84,0.792,"hip hop; pop; R&B"
"Love Yourself","Justin Bieber",233720,"False",2015,0,0.609,"pop"
"Closer","The Chainsmokers",244960,"False",2016,83,0.748,"pop; Dance/Electronic"
"Hello","Adele",295502,"False",2015,1,0.471,"pop; R&B"
"Panda","Desiigner",246761,"True",2016,70,0.576,"hip hop; pop"
"Tuesday (feat. Danelle Sandoval)","Burak Yeter",241874,"False",2016,72,0.841,"Dance/Electronic"
"Cheap Thrills (feat. Sean Paul)","Sia",224813,"False",2016,67,0.592,"pop"
"Wherever I Go","OneRepublic",169773,"False",2016,70,0.552,"pop"
"Work","Rihanna",219320,"True",2016,75,0.725,"hip hop; pop; R&B"
"Hymn for the Weekend","Coldplay",258266,"False",2015,82,0.491,"rock; pop"
"Sorry","Justin Bieber",200786,"False",2015,80,0.654,"pop"
"CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")","Justin Timberlake",236001,"False",2016,76,0.666,"pop"
"Wait a Minute!","WILLOW",196520,"False",2015,86,0.764,"pop; R&B; Dance/Electronic"
"Tiimmy Turner","Desiigner",239853,"True",2016,67,0.603,"hip hop; pop"
"Me; Myself & I","G-Eazy",251466,"True",2015,77,0.756,"hip hop; pop"
"This One's for You (feat. Zara Larsson) (Official Song UEFA EURO 2016)","David Guetta",207272,"False",2016,68,0.367,"hip hop; pop; Dance/Electronic"
